wos_subject,ds_subject,mag_subject,count
"Chemistry, Physical",,Computer science,2
"Literature, British Isles",,Art,2
Energy & Fuels,Information and Computing Sciences;Technology,Engineering,2
"Film, Radio, Television",,Psychology,2
"Psychology, Multidisciplinary",Information and Computing Sciences,,2
,Engineering,Political science,2
Robotics,Medical and Health Sciences,,2
"Engineering, Aerospace",,Environmental science,2
Instruments & Instrumentation,Information and Computing Sciences;Physical Sciences,Physics,2
Medical Informatics,Medical and Health Sciences,Engineering,2
"Geography, Physical",Technology,Geography,2
Health Policy & Services,Medical and Health Sciences,Medicine,2
"Public, Environmental & Occupational Health",Medical and Health Sciences,Engineering,2
Automation & Control Systems,Engineering;Information and Computing Sciences,Materials science,2
"Engineering, Electrical & Electronic",Information and Computing Sciences,Chemistry,2
"Engineering, Marine",Engineering;Information and Computing Sciences,Geology,2
Automation & Control Systems,,Sociology,2
Microscopy,Engineering,Chemistry,2
Agricultural Economics & Policy,Mathematical Sciences,Business,2
Metallurgy & Metallurgical Engineering,,Computer science,2
"Physics, Applied",Medical and Health Sciences,Psychology,2
"Mathematics, Applied",Medical and Health Sciences,Mathematics,2
Meteorology & Atmospheric Sciences,Earth Sciences;Engineering,Geology,2
Automation & Control Systems,Medical and Health Sciences,Materials science,2
"Engineering, Mechanical",Economics,Engineering,2
"Psychology, Clinical",Mathematical Sciences,Computer science,2
"Engineering, Civil",Information and Computing Sciences,Materials science,2
"Computer Science, Information Systems",Information and Computing Sciences,Art,2
Transportation Science & Technology,Economics,Mathematics,2
"Computer Science, Theory & Methods",Physical Sciences,Physics,2
Cell Biology,,Psychology,2
Energy & Fuels,Information and Computing Sciences;Medical and Health Sciences,Engineering,2
Biophysics,Engineering;Information and Computing Sciences,Engineering,2
Metallurgy & Metallurgical Engineering,Engineering;Information and Computing Sciences,Engineering,2
"Computer Science, Theory & Methods",Biological Sciences;Information and Computing Sciences,Biology,2
"Psychology, Experimental",Information and Computing Sciences,Sociology,2
Education & Educational Research,Mathematical Sciences,Sociology,2
Food Science & Technology,Medical and Health Sciences,Chemistry,2
Multidisciplinary Sciences,Biological Sciences;Information and Computing Sciences,Biology,2
Instruments & Instrumentation,Medical and Health Sciences,Computer science,2
Acoustics,Information and Computing Sciences,Medicine,2
Anthropology,,Economics,2
Automation & Control Systems,Physical Sciences,Physics,2
Sociology,,Geography,2
Instruments & Instrumentation,Mathematical Sciences,Engineering,2
"Radiology, Nuclear Medicine & Medical Imaging",Medical and Health Sciences,Mathematics,2
Environmental Studies,Economics,Sociology,2
"Medicine, Research & Experimental",Biological Sciences,Medicine,2
Neurosciences,Engineering;Medical and Health Sciences,Medicine,2
"Geosciences, Multidisciplinary",Physical Sciences,Geology,2
Food Science & Technology,Biological Sciences,Biology,2
Meteorology & Atmospheric Sciences,Information and Computing Sciences,Physics,2
"Mathematics, Interdisciplinary Applications",Mathematical Sciences,Geography,2
Energy & Fuels,Engineering;Information and Computing Sciences,Geology,2
Cell Biology,Information and Computing Sciences,Biology,2
Biochemical Research Methods,Biological Sciences;Mathematical Sciences,Computer science,2
Environmental Studies,Engineering,Engineering,2
Thermodynamics,Engineering;Mathematical Sciences,Mathematics,2
Multidisciplinary Sciences,Information and Computing Sciences,Geography,2
"Engineering, Environmental",Information and Computing Sciences,Chemistry,2
Physiology,Medical and Health Sciences,Chemistry,2
Archaeology,Earth Sciences,,2
Gerontology,Medical and Health Sciences,,2
Electrochemistry,Engineering,Materials science,2
Polymer Science,Engineering,,2
"Chemistry, Analytical",Mathematical Sciences,,2
"Computer Science, Information Systems",,Economics,2
Behavioral Sciences,Engineering,Engineering,2
"Engineering, Ocean",Engineering,Geography,2
Automation & Control Systems,Engineering;Technology,Computer science,2
Electrochemistry,,Materials science,2
"Engineering, Mechanical",Medical and Health Sciences,Mathematics,2
,Mathematical Sciences,Art,2
Ethics,Information and Computing Sciences,Computer science,2
"Computer Science, Interdisciplinary Applications",Economics,Business,2
Ornithology,,,2
"Education, Scientific Disciplines",Information and Computing Sciences,Medicine,2
"Computer Science, Artificial Intelligence",Technology,Materials science,2
Food Science & Technology,,Computer science,2
"Geography, Physical",Information and Computing Sciences,Environmental science,2
"Engineering, Multidisciplinary",,Biology,2
"Humanities, Multidisciplinary",,Economics,2
"Computer Science, Information Systems",Information and Computing Sciences,Materials science,2
,Biological Sciences,Art,2
"Computer Science, Theory & Methods",Engineering;Information and Computing Sciences;Mathematical Sciences,Engineering,2
Clinical Neurology,Engineering;Medical and Health Sciences,,2
Environmental Sciences,Mathematical Sciences,,2
Biochemical Research Methods,Medical and Health Sciences,,2
Mechanics,Engineering;Information and Computing Sciences,,2
"Chemistry, Analytical",Information and Computing Sciences,Chemistry,2
Optics,Information and Computing Sciences;Technology,Computer science,2
Spectroscopy,Physical Sciences;Technology,,2
Surgery,,Materials science,2
Education & Educational Research,Information and Computing Sciences,Political science,2
"Chemistry, Medicinal",Biological Sciences,Biology,2
Critical Care Medicine,Engineering,,2
Robotics,Engineering,Medicine,2
Thermodynamics,Engineering;Physical Sciences,Physics,2
Meteorology & Atmospheric Sciences,Information and Computing Sciences,,2
Law,Economics,Economics,2
Pharmacology & Pharmacy,Engineering,,2
"Humanities, Multidisciplinary",Information and Computing Sciences,Materials science,2
"Computer Science, Theory & Methods",Engineering;Information and Computing Sciences;Physical Sciences,Computer science,2
"Engineering, Civil",Mathematical Sciences,Computer science,2
"Engineering, Electrical & Electronic",Economics;Mathematical Sciences,Mathematics,2
"Engineering, Mechanical",Information and Computing Sciences;Technology,Engineering,2
Plant Sciences,,Engineering,2
Telecommunications,Information and Computing Sciences;Technology,,2
"Materials Science, Paper & Wood",,Chemistry,2
Environmental Sciences,,Physics,2
Energy & Fuels,Biological Sciences,Geology,2
"Geography, Physical",,Economics,2
Ophthalmology,Physical Sciences,,2
"Computer Science, Theory & Methods",Information and Computing Sciences;Technology,Geography,2
"Computer Science, Interdisciplinary Applications",Engineering;Information and Computing Sciences;Mathematical Sciences,Engineering,2
Automation & Control Systems,Engineering;Medical and Health Sciences,Engineering,2
Mathematics,Information and Computing Sciences,Engineering,2
"Engineering, Multidisciplinary",Biological Sciences,Computer science,2
Linguistics,Biological Sciences,Sociology,2
Multidisciplinary Sciences,Physical Sciences,Chemistry,2
Clinical Neurology,Physical Sciences,Medicine,2
Electrochemistry,,Chemistry,2
Acoustics,Engineering;Physical Sciences,Medicine,2
Biodiversity Conservation,,Geography,2
Plant Sciences,Medical and Health Sciences,Chemistry,2
"Engineering, Manufacturing",Engineering,Geography,2
Multidisciplinary Sciences,Information and Computing Sciences;Medical and Health Sciences,Medicine,2
"Chemistry, Multidisciplinary",,Environmental science,2
Andrology,Medical and Health Sciences,Medicine,2
Environmental Studies,Economics,Psychology,2
Urban Studies,,Sociology,2
"Engineering, Industrial",Economics,Economics,2
Meteorology & Atmospheric Sciences,,Chemistry,2
Green & Sustainable Science & Technology,Information and Computing Sciences,Geography,2
"Education, Scientific Disciplines",Mathematical Sciences,Psychology,2
Biotechnology & Applied Microbiology,Mathematical Sciences,,2
"Engineering, Civil",,Environmental science,2
Pharmacology & Pharmacy,Mathematical Sciences,,2
Cell Biology,Information and Computing Sciences,,2
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences,Art,2
History,,Geography,2
"Social Sciences, Interdisciplinary",Engineering,Engineering,2
"Engineering, Industrial",Engineering;Information and Computing Sciences;Mathematical Sciences,Engineering,2
Neurosciences,,Engineering,2
Automation & Control Systems,Mathematical Sciences,Geography,2
Genetics & Heredity,Engineering,Biology,2
Biology,Engineering,Computer science,2
Management,,History,2
"Computer Science, Hardware & Architecture",,Geography,2
"Engineering, Mechanical",Information and Computing Sciences;Mathematical Sciences,,2
Sociology,,Mathematics,2
Anthropology,,Political science,2
Integrative & Complementary Medicine,,Chemistry,2
,Biological Sciences;Engineering,Biology,2
Biochemical Research Methods,Engineering,,2
,Biological Sciences;Physical Sciences,Biology,2
"Engineering, Mechanical",Medical and Health Sciences,Materials science,2
"Materials Science, Multidisciplinary",,Chemistry,2
Energy & Fuels,Biological Sciences,Computer science,2
Medical Informatics,Mathematical Sciences,Engineering,2
Neurosciences,Biological Sciences,,2
"Radiology, Nuclear Medicine & Medical Imaging",Engineering;Information and Computing Sciences;Physical Sciences,,2
Cell & Tissue Engineering,,Engineering,2
"Geography, Physical",Mathematical Sciences,Computer science,2
Information Science & Library Science,,Mathematics,2
Astronomy & Astrophysics,Engineering,,2
"Mathematics, Interdisciplinary Applications",Information and Computing Sciences;Mathematical Sciences,,2
Language & Linguistics,Engineering,Sociology,2
Emergency Medicine,Medical and Health Sciences,Engineering,2
Transportation Science & Technology,Economics;Information and Computing Sciences,Engineering,2
Imaging Science & Photographic Technology,Biological Sciences;Information and Computing Sciences,Mathematics,2
"Geography, Physical",Physical Sciences,Computer science,2
Cardiac & Cardiovascular Systems,Information and Computing Sciences,Materials science,2
Statistics & Probability,Information and Computing Sciences;Mathematical Sciences,Computer science,2
Evolutionary Biology,Biological Sciences;Information and Computing Sciences,Computer science,2
Imaging Science & Photographic Technology,Engineering;Information and Computing Sciences,Mathematics,2
"Chemistry, Analytical",Mathematical Sciences,Chemistry,2
Mechanics,Mathematical Sciences,Engineering,2
"Computer Science, Theory & Methods",Earth Sciences;Information and Computing Sciences,Computer science,2
Gerontology,,Sociology,2
"Psychology, Multidisciplinary",,Political science,2
Pediatrics,Medical and Health Sciences,Psychology,2
Biochemistry & Molecular Biology,Engineering,Chemistry,2
"Humanities, Multidisciplinary",Biological Sciences,Psychology,2
Transportation,Engineering,Geography,2
Multidisciplinary Sciences,Physical Sciences,Biology,2
Ecology,Engineering,Chemistry,2
"Agriculture, Multidisciplinary",Economics,Economics,2
Multidisciplinary Sciences,Information and Computing Sciences;Mathematical Sciences,Physics,2
Clinical Neurology,Biological Sciences;Medical and Health Sciences,Biology,2
Remote Sensing,Mathematical Sciences,Mathematics,2
Acoustics,Mathematical Sciences,Physics,2
"Computer Science, Cybernetics",Information and Computing Sciences;Physical Sciences,Engineering,2
Environmental Sciences,Medical and Health Sciences,Biology,2
Biochemical Research Methods,Information and Computing Sciences;Medical and Health Sciences,Computer science,2
Meteorology & Atmospheric Sciences,Earth Sciences,Environmental science,2
Pharmacology & Pharmacy,Information and Computing Sciences,Medicine,2
"Computer Science, Artificial Intelligence",Biological Sciences,Psychology,2
Energy & Fuels,Biological Sciences,Chemistry,2
"Engineering, Mechanical",Information and Computing Sciences;Mathematical Sciences,Mathematics,2
,Engineering;Information and Computing Sciences;Mathematical Sciences;Technology,Computer science,2
"Engineering, Mechanical",Engineering,Geology,2
