wos_subject,ds_subject,mag_subject,count
Rehabilitation,Information and Computing Sciences,Computer science,1
Orthopedics,Mathematical Sciences,Medicine,1
Ophthalmology,Information and Computing Sciences,Biology,1
"Education, Scientific Disciplines",Technology,,1
"Engineering, Civil",Earth Sciences,Computer science,1
Cardiac & Cardiovascular Systems,Information and Computing Sciences,Computer science,1
Public Administration,,Business,1
Veterinary Sciences,Engineering,,1
,,Chemistry; Engineering,1
,Engineering;Information and Computing Sciences;Mathematical Sciences;Technology,,1
"Agriculture, Multidisciplinary",Medical and Health Sciences,,1
"Computer Science, Software Engineering",,Physics,1
"Public, Environmental & Occupational Health",Medical and Health Sciences,Biology,1
"Engineering, Environmental",Biological Sciences;Engineering,,1
"Engineering, Aerospace",Engineering;Information and Computing Sciences;Mathematical Sciences;Technology,Engineering,1
Soil Science,Biological Sciences,,1
"Physics, Applied",Technology,,1
,Biological Sciences;Medical and Health Sciences;Physical Sciences,Biology,1
,Engineering,Engineering; Physics,1
,Earth Sciences;Mathematical Sciences,,1
,Economics;Engineering,Computer science,1
Imaging Science & Photographic Technology,,Engineering,1
"Physics, Multidisciplinary",,Medicine,1
"Computer Science, Interdisciplinary Applications",Biological Sciences,Engineering,1
Automation & Control Systems,Medical and Health Sciences,,1
Philosophy,Information and Computing Sciences,,1
,Biological Sciences;Information and Computing Sciences;Mathematical Sciences,Biology,1
International Relations,Engineering,Economics,1
"Engineering, Aerospace",,Medicine,1
"Physics, Fluids & Plasmas",Engineering;Physical Sciences,,1
Operations Research & Management Science,Information and Computing Sciences,Geography,1
"Computer Science, Cybernetics",Economics,Mathematics,1
"Mathematics, Applied",Technology,Mathematics,1
"Materials Science, Characterization & Testing",,Computer science,1
"Engineering, Civil",Biological Sciences,Environmental science,1
"Chemistry, Inorganic & Nuclear",,Materials science,1
Medical Informatics,Technology,Engineering,1
Area Studies,,Political science,1
"Materials Science, Paper & Wood",Information and Computing Sciences,,1
"Agriculture, Multidisciplinary",Information and Computing Sciences;Physical Sciences,Biology,1
"Agriculture, Dairy & Animal Science",Economics,Economics,1
"Physics, Condensed Matter",,,1
,Biological Sciences;Physical Sciences,Medicine,1
"Education, Scientific Disciplines",Medical and Health Sciences,Mathematics,1
"Engineering, Manufacturing",Information and Computing Sciences;Physical Sciences,Mathematics,1
"Materials Science, Ceramics",,Chemistry,1
Astronomy & Astrophysics,Information and Computing Sciences;Physical Sciences,,1
Nanoscience & Nanotechnology,Engineering,Mathematics,1
"Computer Science, Information Systems",Physical Sciences,Mathematics,1
"Computer Science, Artificial Intelligence",Engineering;Information and Computing Sciences,Materials science,1
"Engineering, Aerospace",Engineering;Information and Computing Sciences,,1
Critical Care Medicine,Mathematical Sciences,Medicine,1
"Materials Science, Coatings & Films",,Materials science,1
Art,,Computer science,1
"Computer Science, Interdisciplinary Applications",Medical and Health Sciences,,1
"Computer Science, Software Engineering",Information and Computing Sciences;Mathematical Sciences,,1
Gastroenterology & Hepatology,Biological Sciences,,1
"Engineering, Manufacturing",Information and Computing Sciences;Mathematical Sciences,Computer science,1
Remote Sensing,Earth Sciences;Engineering,Geology,1
Neuroimaging,Engineering;Physical Sciences,Medicine,1
"Computer Science, Information Systems",Medical and Health Sciences,,1
,Biological Sciences;Engineering;Information and Computing Sciences,Biology,1
"Literature, German, Dutch, Scandinavian",,Sociology,1
"Engineering, Mechanical",Engineering,Geography,1
"Computer Science, Information Systems",Information and Computing Sciences;Technology,Geography,1
"Materials Science, Characterization & Testing",Information and Computing Sciences,,1
"Education, Scientific Disciplines",,Mathematics; Sociology,1
"Computer Science, Interdisciplinary Applications",Medical and Health Sciences,Physics,1
Area Studies,Economics,Computer science,1
"Mathematics, Applied",,Environmental science,1
Optics,Information and Computing Sciences,Environmental science,1
Literary Theory & Criticism,,Psychology,1
Automation & Control Systems,Engineering;Information and Computing Sciences,Medicine,1
Regional & Urban Planning,Economics,Economics,1
"Physics, Applied",Mathematical Sciences,Engineering,1
Food Science & Technology,,Medicine,1
Area Studies,Information and Computing Sciences,Geography,1
"Computer Science, Theory & Methods",Information and Computing Sciences,Environmental science,1
Green & Sustainable Science & Technology,,Computer science,1
Environmental Studies,Engineering,Environmental science,1
"Computer Science, Cybernetics",Medical and Health Sciences,Engineering,1
"Computer Science, Hardware & Architecture",,Geology,1
Mineralogy,Engineering;Information and Computing Sciences,Engineering,1
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences,Environmental science,1
Transportation Science & Technology,Information and Computing Sciences,Environmental science,1
Mathematical & Computational Biology,Engineering,Medicine,1
Neurosciences,Biological Sciences;Medical and Health Sciences,Computer science,1
Remote Sensing,,Business,1
"Social Sciences, Mathematical Methods",Medical and Health Sciences,Computer science,1
Thermodynamics,Mathematical Sciences,,1
"Engineering, Aerospace",Mathematical Sciences,Mathematics,1
"Mathematics, Interdisciplinary Applications",Technology,Computer science,1
"Engineering, Aerospace",Engineering;Physical Sciences,Computer science,1
Oceanography,Engineering,Environmental science,1
Biochemical Research Methods,Biological Sciences,Materials science,1
"Psychology, Social",,Computer science,1
Family Studies,,,1
,,Chemistry; Computer science,1
Agricultural Economics & Policy,Mathematical Sciences,Computer science,1
"Social Sciences, Interdisciplinary",Information and Computing Sciences,Sociology,1
Energy & Fuels,Physical Sciences,Physics,1
Information Science & Library Science,Information and Computing Sciences,Art,1
History & Philosophy Of Science,Mathematical Sciences,Physics,1
"Engineering, Manufacturing",Physical Sciences,Physics,1
"Computer Science, Artificial Intelligence",Economics,Business,1
Environmental Sciences,Economics,Mathematics,1
"Engineering, Civil",Engineering;Mathematical Sciences,Materials science,1
"Computer Science, Interdisciplinary Applications",Physical Sciences,Computer science,1
Construction & Building Technology,Mathematical Sciences,Engineering,1
History,Information and Computing Sciences,Sociology,1
Biology,Biological Sciences;Information and Computing Sciences,Biology,1
Biotechnology & Applied Microbiology,Engineering,Computer science,1
Automation & Control Systems,Information and Computing Sciences,Geography,1
"Computer Science, Artificial Intelligence",Economics;Information and Computing Sciences,Business,1
Dermatology,Information and Computing Sciences,Computer science,1
Neurosciences,Mathematical Sciences,Mathematics,1
"Dentistry, Oral Surgery & Medicine",Engineering,Biology,1
Ophthalmology,Physical Sciences,Materials science,1
"Dentistry, Oral Surgery & Medicine",Physical Sciences,Medicine,1
Nanoscience & Nanotechnology,Engineering;Technology,,1
Acoustics,Information and Computing Sciences,Biology,1
Soil Science,Information and Computing Sciences,Mathematics,1
Multidisciplinary Sciences,Information and Computing Sciences;Technology,Mathematics,1
Information Science & Library Science,Information and Computing Sciences,Business,1
Agronomy,Information and Computing Sciences,Mathematics,1
Cardiac & Cardiovascular Systems,Information and Computing Sciences,Mathematics,1
Construction & Building Technology,Mathematical Sciences,Biology,1
Agricultural Economics & Policy,,Engineering,1
Neurosciences,,Physics,1
"Education, Special",,,1
Transportation Science & Technology,Information and Computing Sciences;Mathematical Sciences,Engineering,1
Paleontology,Biological Sciences,Geology,1
Thermodynamics,Mathematical Sciences,Chemistry,1
"Engineering, Biomedical",Medical and Health Sciences,Biology,1
Archaeology,Engineering;Information and Computing Sciences,Geography,1
"Engineering, Multidisciplinary",Physical Sciences,Computer science,1
Agricultural Economics & Policy,Earth Sciences;Economics,Economics,1
Operations Research & Management Science,Information and Computing Sciences;Mathematical Sciences,Economics,1
Ecology,Biological Sciences,Mathematics,1
Business,Information and Computing Sciences,Psychology,1
Meteorology & Atmospheric Sciences,Earth Sciences,Economics,1
Acoustics,Mathematical Sciences,Physics,1
Neurosciences,Biological Sciences;Medical and Health Sciences,Psychology,1
Nanoscience & Nanotechnology,Information and Computing Sciences;Physical Sciences,Materials science,1
"Engineering, Civil",Engineering;Information and Computing Sciences,Geology,1
Public Administration,,Computer science,1
"Engineering, Biomedical",Biological Sciences,Mathematics,1
Neurosciences,Engineering;Information and Computing Sciences,Medicine,1
Food Science & Technology,Engineering;Technology,Biology,1
Oncology,Mathematical Sciences,Computer science,1
"Chemistry, Multidisciplinary",Engineering;Technology,Engineering,1
Ecology,Earth Sciences,Geology,1
"Geosciences, Multidisciplinary",Information and Computing Sciences,Environmental science,1
Political Science,Economics,Sociology,1
"Psychology, Mathematical",Information and Computing Sciences,Psychology,1
"Public, Environmental & Occupational Health",Engineering;Information and Computing Sciences,Engineering,1
"Computer Science, Theory & Methods",,Sociology,1
Neuroimaging,Mathematical Sciences,Computer science,1
"Materials Science, Paper & Wood",Mathematical Sciences,Materials science,1
,,Computer science; Engineering,1
"Engineering, Multidisciplinary",Engineering;Information and Computing Sciences,Materials science,1
"Computer Science, Interdisciplinary Applications",Medical and Health Sciences,Mathematics,1
History & Philosophy Of Science,Information and Computing Sciences,Economics,1
"Engineering, Electrical & Electronic",Economics;Engineering,Engineering,1
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Mathematical Sciences,Engineering,1
"Engineering, Biomedical",Engineering;Technology,,1
"Computer Science, Hardware & Architecture",Engineering,Chemistry,1
Business,Mathematical Sciences,,1
Cell & Tissue Engineering,Technology,,1
Forestry,,Mathematics,1
"Geosciences, Multidisciplinary",,Political science,1
"Engineering, Industrial",Information and Computing Sciences;Physical Sciences,Computer science,1
"Computer Science, Information Systems",Earth Sciences;Engineering;Information and Computing Sciences,Computer science,1
Transportation Science & Technology,Information and Computing Sciences;Technology,Engineering,1
Architecture,Economics,,1
Multidisciplinary Sciences,Mathematical Sciences,Sociology,1
Economics,Mathematical Sciences,,1
"Engineering, Environmental",,Psychology,1
Nursing,Medical and Health Sciences,,1
"Psychology, Applied",,Engineering,1
"Engineering, Biomedical",Information and Computing Sciences;Medical and Health Sciences,,1
"Physics, Mathematical",Physical Sciences,,1
Mathematics,Engineering;Information and Computing Sciences,Mathematics,1
,Biological Sciences;Information and Computing Sciences,Environmental science,1
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Biological Sciences,,1
Food Science & Technology,,Environmental science,1
Nuclear Science & Technology,Physical Sciences,,1
"Chemistry, Multidisciplinary",Engineering;Physical Sciences,Chemistry,1
"Psychology, Mathematical",Information and Computing Sciences,,1
,Earth Sciences;Engineering;Mathematical Sciences,,1
,Biological Sciences;Engineering,,1
